eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,4.601462243,0,4.601462243,0,4.601462243,0,4.601462243,0.00968,4.633443164,0,4.504959911,0,4.601462243,0,4.601462243,0,,,,,,,,,,,,,,,,,
,4.60075657,0,4.60075657,0,4.60075657,0,4.60075657,0.00347,4.632727648,0,4.504283531,0,4.60075657,0,4.60075657,0,,,,,,,,,,,,,,,,,
,4.600051111,0,4.600051111,0,4.600051111,0,4.600051111,0.00195,4.632012352,0,4.503607353,0,4.600051111,0,4.600051111,0,,,,,,,,,,,,,,,,,
,4.599345871,0,4.599345871,0,4.599345871,0,4.599345871,0.00154,4.631297278,0,4.502931379,0,4.599345871,0,4.599345871,0,,,,,,,,,,,,,,,,,
,4.598640847,0,4.598640847,0,4.598640847,0,4.598640847,0.0013,4.630582426,0,4.502255608,0,4.598640847,0,4.598640847,0,,,,,,,,,,,,,,,,,
,4.597936037,0,4.597936037,0,4.597936037,0,4.597936037,0.00147,4.629867791,0,4.501580039,0,4.597936037,0,4.597936037,0,,,,,,,,,,,,,,,,,
,4.597231446,0,4.597231446,0,4.597231446,0,4.597231446,0.00207,4.62915338,0,4.500904673,0,4.597231446,0,4.597231446,0,,,,,,,,,,,,,,,,,
,4.59652707,0,4.59652707,0,4.59652707,0,4.59652707,0.00406,4.628439189,0,4.500229509,0,4.59652707,0,4.59652707,0,,,,,,,,,,,,,,,,,
,4.595822907,0,4.595822907,0,4.595822907,0,4.595822907,0.01268,4.627725216,0,4.499550054,0,4.595822907,0,4.595822907,0,,,,,,,,,,,,,,,,,
,4.595118963,0,4.595118963,0,4.595118963,0,4.595118963,0.27732,4.627011465,0,4.498875297,0,4.595118963,0,4.595118963,0,,,,,,,,,,,,,,,,,
,4.594415234,0,4.594415234,0,4.594415234,0,4.594415234,0.02549,4.626297935,0,4.498200742,0,4.594415234,0,4.594415234,0,,,,,,,,,,,,,,,,,
,4.593711719,0,4.593711719,0,4.593711719,0,4.593711719,0.00554,4.625584622,0,4.49752639,0,4.593711719,0,4.593711719,0,,,,,,,,,,,,,,,,,
,4.593008421,0,4.593008421,0,4.593008421,0,4.593008421,0.0025,4.624871532,0,4.496852239,0,4.593008421,0,4.593008421,0,,,,,,,,,,,,,,,,,
,4.592305338,0,4.592305338,0,4.592305338,0,4.592305338,0.00158,4.624158661,0,4.496178291,0,4.592305338,0,4.592305338,0,,,,,,,,,,,,,,,,,
,4.591602469,0,4.591602469,0,4.591602469,0,4.591602469,0.00132,4.623446008,0,4.495504545,0,4.591602469,0,4.591602469,0,,,,,,,,,,,,,,,,,
,4.590899817,0,4.590899817,0,4.590899817,0,4.590899817,0.00129,4.622733577,0,4.494831001,0,4.590899817,0,4.590899817,0,,,,,,,,,,,,,,,,,
,4.59019738,0,4.59019738,0,4.59019738,0,4.59019738,0.00161,4.622021365,0,4.494157658,0,4.59019738,0,4.59019738,0,,,,,,,,,,,,,,,,,
,4.589495155,0,4.589495155,0,4.589495155,0,4.589495155,0.00262,4.621309371,0,4.493484517,0,4.589495155,0,4.589495155,0,,,,,,,,,,,,,,,,,
,4.588793148,0,4.588793148,0,4.588793148,0,4.588793148,0.00631,4.620597598,0,4.492811578,0,4.588793148,0,4.588793148,0,,,,,,,,,,,,,,,,,
,4.588091355,0,4.588091355,0,4.588091355,0,4.588091355,0.03686,4.619886044,0,4.49213884,0,4.588091355,0,4.588091355,0,,,,,,,,,,,,,,,,,
,4.587389775,0,4.587389775,0,4.587389775,0,4.587389775,0.10663,4.619174707,0,4.491466304,0,4.587389775,0,4.587389775,0,,,,,,,,,,,,,,,,,
,4.586688411,0,4.586688411,0,4.586688411,0,4.586688411,0.00912,4.618463592,0,4.490793969,0,4.586688411,0,4.586688411,0,,,,,,,,,,,,,,,,,
,4.585987262,0,4.585987262,0,4.585987262,0,4.585987262,0.00318,4.617752695,0,4.490121835,0,4.585987262,0,4.585987262,0,,,,,,,,,,,,,,,,,
,4.585286325,0,4.585286325,0,4.585286325,0,4.585286325,0.00178,4.617042015,0,4.489449903,0,4.585286325,0,4.585286325,0,,,,,,,,,,,,,,,,,
,4.584585605,0,4.584585605,0,4.584585605,0,4.584585605,0.00128,4.616331556,0,4.488778171,0,4.584585605,0,4.584585605,0,,,,,,,,,,,,,,,,,
,4.583885098,0,4.583885098,0,4.583885098,0,4.583885098,0.00116,4.615621315,0,4.488106641,0,4.583885098,0,4.583885098,0,,,,,,,,,,,,,,,,,
,4.583184804,0,4.583184804,0,4.583184804,0,4.583184804,0.00133,4.614911291,0,4.487435311,0,4.583184804,0,4.583184804,0,,,,,,,,,,,,,,,,,
,4.582484726,0,4.582484726,0,4.582484726,0,4.582484726,0.00194,4.614201487,0,4.486764183,0,4.582484726,0,4.582484726,0,,,,,,,,,,,,,,,,,
,4.581784861,0,4.581784861,0,4.581784861,0,4.581784861,0.00403,4.613491902,0,4.486093254,0,4.581784861,0,4.581784861,0,,,,,,,,,,,,,,,,,
,4.581085208,0,4.581085208,0,4.581085208,0,4.581085208,0.01459,4.612782533,0,4.485422527,0,4.581085208,0,4.581085208,0,,,,,,,,,,,,,,,,,
,4.580385771,0,4.580385771,0,4.580385771,0,4.580385771,0.51026,4.612073384,0,4.484752,0,4.580385771,0,4.580385771,0,,,,,,,,,,,,,,,,,
,4.579686547,0,4.579686547,0,4.579686547,0,4.579686547,0.01475,4.611364453,0,4.484081674,0,4.579686547,0,4.579686547,0,,,,,,,,,,,,,,,,,
,4.578987535,0,4.578987535,0,4.578987535,0,4.578987535,0.00388,4.610655737,0,4.483411548,0,4.578987535,0,4.578987535,0,,,,,,,,,,,,,,,,,
,4.578288738,0,4.578288738,0,4.578288738,0,4.578288738,0.00189,4.609947242,0,4.482741622,0,4.578288738,0,4.578288738,0,,,,,,,,,,,,,,,,,
,4.577590154,0,4.577590154,0,4.577590154,0,4.577590154,0.00126,4.609238965,0,4.482071896,0,4.577590154,0,4.577590154,0,,,,,,,,,,,,,,,,,
,4.576891782,0,4.576891782,0,4.576891782,0,4.576891782,0.00107,4.608530903,0,4.481402371,0,4.576891782,0,4.576891782,0,,,,,,,,,,,,,,,,,
,4.576193624,0,4.576193624,0,4.576193624,0,4.576193624,0.0012,4.60782306,0,4.480733045,0,4.576193624,0,4.576193624,0,,,,,,,,,,,,,,,,,
,4.57549568,0,4.57549568,0,4.57549568,0,4.57549568,0.00154,4.607115435,0,4.480063919,0,4.57549568,0,4.57549568,0,,,,,,,,,,,,,,,,,
,4.574797946,0,4.574797946,0,4.574797946,0,4.574797946,0.00288,4.606408025,0,4.479394994,0,4.574797946,0,4.574797946,0,,,,,,,,,,,,,,,,,
,4.574100427,0,4.574100427,0,4.574100427,0,4.574100427,0.00851,4.605700835,0,4.478726267,0,4.574100427,0,4.574100427,0,,,,,,,,,,,,,,,,,
,4.573403121,0,4.573403121,0,4.573403121,0,4.573403121,0.14552,4.604993861,0,4.478057741,0,4.573403121,0,4.573403121,0,,,,,,,,,,,,,,,,,
,4.572706026,0,4.572706026,0,4.572706026,0,4.572706026,0.02227,4.604287103,0,4.477389414,0,4.572706026,0,4.572706026,0,,,,,,,,,,,,,,,,,
,4.572009144,0,4.572009144,0,4.572009144,0,4.572009144,0.00448,4.603580563,0,4.476721287,0,4.572009144,0,4.572009144,0,,,,,,,,,,,,,,,,,
,4.571312476,0,4.571312476,0,4.571312476,0,4.571312476,0.00193,4.60287424,0,4.476053358,0,4.571312476,0,4.571312476,0,,,,,,,,,,,,,,,,,
,4.570616017,0,4.570616017,0,4.570616017,0,4.570616017,0.00124,4.602168132,0,4.47538563,0,4.570616017,0,4.570616017,0,,,,,,,,,,,,,,,,,
,4.569919773,0,4.569919773,0,4.569919773,0,4.569919773,0.000967694,4.601462243,0,4.4747181,0,4.569919773,0,4.569919773,0,,,,,,,,,,,,,,,,,
,4.569223741,0,4.569223741,0,4.569223741,0,4.569223741,0.000982782,4.60075657,0,4.47405077,0,4.569223741,0,4.569223741,0,,,,,,,,,,,,,,,,,
,4.568527919,0,4.568527919,0,4.568527919,0,4.568527919,0.00127,4.600051111,0,4.473383638,0,4.568527919,0,4.568527919,0,,,,,,,,,,,,,,,,,
,4.56783231,0,4.56783231,0,4.56783231,0,4.56783231,0.00225,4.599345871,0,4.472716705,0,4.56783231,0,4.56783231,0,,,,,,,,,,,,,,,,,
,4.567136914,0,4.567136914,0,4.567136914,0,4.567136914,0.00605,4.598640847,0,4.472049972,0,4.567136914,0,4.567136914,0,,,,,,,,,,,,,,,,,
,4.566441727,0,4.566441727,0,4.566441727,0,4.566441727,0.06462,4.597936037,0,4.471383437,0,4.566441727,0,4.566441727,0,,,,,,,,,,,,,,,,,
,4.565746754,0,4.565746754,0,4.565746754,0,4.565746754,0.02795,4.597231446,0,4.4707171,0,4.565746754,0,4.565746754,0,,,,,,,,,,,,,,,,,
,4.565051992,0,4.565051992,0,4.565051992,0,4.565051992,0.00452,4.59652707,0,4.470050963,0,4.565051992,0,4.565051992,0,,,,,,,,,,,,,,,,,
,4.56435744,0,4.56435744,0,4.56435744,0,4.56435744,0.00182,4.595822907,0,4.469385023,0,4.56435744,0,4.56435744,0,,,,,,,,,,,,,,,,,
,4.563663101,0,4.563663101,0,4.563663101,0,4.563663101,0.00109,4.595118963,0,4.468719282,0,4.563663101,0,4.563663101,0,,,,,,,,,,,,,,,,,
,4.562968973,0,4.562968973,0,4.562968973,0,4.562968973,0.000854491,4.594415234,0,4.46805374,0,4.562968973,0,4.562968973,0,,,,,,,,,,,,,,,,,
,4.562275054,0,4.562275054,0,4.562275054,0,4.562275054,0.000845043,4.593711719,0,4.467388395,0,4.562275054,0,4.562275054,0,,,,,,,,,,,,,,,,,
,4.561581349,0,4.561581349,0,4.561581349,0,4.561581349,0.00107,4.593008421,0,4.466723249,0,4.561581349,0,4.561581349,0,,,,,,,,,,,,,,,,,
,4.560887854,0,4.560887854,0,4.560887854,0,4.560887854,0.00187,4.592305338,0,4.466058301,0,4.560887854,0,4.560887854,0,,,,,,,,,,,,,,,,,
,4.560194568,0,4.560194568,0,4.560194568,0,4.560194568,0.00494,4.591602469,0,4.465393551,0,4.560194568,0,4.560194568,0,,,,,,,,,,,,,,,,,
,4.559501495,0,4.559501495,0,4.559501495,0,4.559501495,0.04904,4.590899817,0,4.464728998,0,4.559501495,0,4.559501495,0,,,,,,,,,,,,,,,,,
,4.558808632,0,4.558808632,0,4.558808632,0,4.558808632,0.02539,4.59019738,0,4.464064643,0,4.558808632,0,4.558808632,0,,,,,,,,,,,,,,,,,
,4.558115978,0,4.558115978,0,4.558115978,0,4.558115978,0.0039,4.589495155,0,4.463400486,0,4.558115978,0,4.558115978,0,,,,,,,,,,,,,,,,,
,4.557423537,0,4.557423537,0,4.557423537,0,4.557423537,0.00155,4.588793148,0,4.462736527,0,4.557423537,0,4.557423537,0,,,,,,,,,,,,,,,,,
,4.556731306,0,4.556731306,0,4.556731306,0,4.556731306,0.000928767,4.588091355,0,4.462072765,0,4.556731306,0,4.556731306,0,,,,,,,,,,,,,,,,,
,4.556039283,0,4.556039283,0,4.556039283,0,4.556039283,0.000723293,4.587389775,0,4.461409201,0,4.556039283,0,4.556039283,0,,,,,,,,,,,,,,,,,
,4.555347472,0,4.555347472,0,4.555347472,0,4.555347472,0.000718082,4.586688411,0,4.460745834,0,4.555347472,0,4.555347472,0,,,,,,,,,,,,,,,,,
,4.554655872,0,4.554655872,0,4.554655872,0,4.554655872,0.000920524,4.585987262,0,4.460082664,0,4.554655872,0,4.554655872,0,,,,,,,,,,,,,,,,,
,4.553964479,0,4.553964479,0,4.553964479,0,4.553964479,0.00164,4.585286325,0,4.459419691,0,4.553964479,0,4.553964479,0,,,,,,,,,,,,,,,,,
,4.553273298,0,4.553273298,0,4.553273298,0,4.553273298,0.00455,4.584585605,0,4.458756915,0,4.553273298,0,4.553273298,0,,,,,,,,,,,,,,,,,
,4.552582327,0,4.552582327,0,4.552582327,0,4.552582327,0.0595,4.583885098,0,4.458094337,0,4.552582327,0,4.552582327,0,,,,,,,,,,,,,,,,,
,4.551891564,0,4.551891564,0,4.551891564,0,4.551891564,0.01616,4.583184804,0,4.457431955,0,4.551891564,0,4.551891564,0,,,,,,,,,,,,,,,,,
,4.551201012,0,4.551201012,0,4.551201012,0,4.551201012,0.0029,4.582484726,0,4.45676977,0,4.551201012,0,4.551201012,0,,,,,,,,,,,,,,,,,
,4.55051067,0,4.55051067,0,4.55051067,0,4.55051067,0.0012,4.581784861,0,4.456107782,0,4.55051067,0,4.55051067,0,,,,,,,,,,,,,,,,,
,4.549820535,0,4.549820535,0,4.549820535,0,4.549820535,0.000739087,4.581085208,0,4.45544599,0,4.549820535,0,4.549820535,0,,,,,,,,,,,,,,,,,
,4.549130611,0,4.549130611,0,4.549130611,0,4.549130611,0.000597301,4.580385771,0,4.454784395,0,4.549130611,0,4.549130611,0,,,,,,,,,,,,,,,,,
,4.548440897,0,4.548440897,0,4.548440897,0,4.548440897,0.000607551,4.579686547,0,4.454122996,0,4.548440897,0,4.548440897,0,,,,,,,,,,,,,,,,,
,4.547751389,0,4.547751389,0,4.547751389,0,4.547751389,0.000811793,4.578987535,0,4.453461794,0,4.547751389,0,4.547751389,0,,,,,,,,,,,,,,,,,
,4.547062093,0,4.547062093,0,4.547062093,0,4.547062093,0.00154,4.578288738,0,4.452800788,0,4.547062093,0,4.547062093,0,,,,,,,,,,,,,,,,,
,4.546373006,0,4.546373006,0,4.546373006,0,4.546373006,0.00498,4.577590154,0,4.452139978,0,4.546373006,0,4.546373006,0,,,,,,,,,,,,,,,,,
,4.545684125,0,4.545684125,0,4.545684125,0,4.545684125,0.15105,4.576891782,0,4.451479365,0,4.545684125,0,4.545684125,0,,,,,,,,,,,,,,,,,
,4.544995455,0,4.544995455,0,4.544995455,0,4.544995455,0.008,4.576193624,0,4.450818947,0,4.544995455,0,4.544995455,0,,,,,,,,,,,,,,,,,
,4.544306994,0,4.544306994,0,4.544306994,0,4.544306994,0.0019,4.57549568,0,4.450158725,0,4.544306994,0,4.544306994,0,,,,,,,,,,,,,,,,,
,4.54361874,0,4.54361874,0,4.54361874,0,4.54361874,0.000856392,4.574797946,0,4.449498699,0,4.54361874,0,4.54361874,0,,,,,,,,,,,,,,,,,
,4.542930696,0,4.542930696,0,4.542930696,0,4.542930696,0.000558185,4.574100427,0,4.448838869,0,4.542930696,0,4.542930696,0,,,,,,,,,,,,,,,,,
,4.54224286,0,4.54224286,0,4.54224286,0,4.54224286,0.000473585,4.573403121,0,4.448179235,0,4.54224286,0,4.54224286,0,,,,,,,,,,,,,,,,,
,4.54155523,0,4.54155523,0,4.54155523,0,4.54155523,0.000513697,4.572706026,0,4.447519796,0,4.54155523,0,4.54155523,0,,,,,,,,,,,,,,,,,
,4.540867811,0,4.540867811,0,4.540867811,0,4.540867811,0.000767177,4.572009144,0,4.446860552,0,4.540867811,0,4.540867811,0,,,,,,,,,,,,,,,,,
,4.540180599,0,4.540180599,0,4.540180599,0,4.540180599,0.00159,4.571312476,0,4.446201504,0,4.540180599,0,4.540180599,0,,,,,,,,,,,,,,,,,
,4.539493594,0,4.539493594,0,4.539493594,0,4.539493594,0.00717,4.570616017,0,4.445542652,0,4.539493594,0,4.539493594,0,,,,,,,,,,,,,,,,,
,4.538806799,0,4.538806799,0,4.538806799,0,4.538806799,0.08123,4.569919773,0,4.444883994,0,4.538806799,0,4.538806799,0,,,,,,,,,,,,,,,,,
,4.538120211,0,4.538120211,0,4.538120211,0,4.538120211,0.0035,4.569223741,0,4.444225532,0,4.538120211,0,4.538120211,0,,,,,,,,,,,,,,,,,
,4.537433829,0,4.537433829,0,4.537433829,0,4.537433829,0.00112,4.568527919,0,4.443567265,0,4.537433829,0,4.537433829,0,,,,,,,,,,,,,,,,,
,4.536747656,0,4.536747656,0,4.536747656,0,4.536747656,0.000568807,4.56783231,0,4.442909192,0,4.536747656,0,4.536747656,0,,,,,,,,,,,,,,,,,
,4.536061692,0,4.536061692,0,4.536061692,0,4.536061692,0.000404647,4.567136914,0,4.442251315,0,4.536061692,0,4.536061692,0,,,,,,,,,,,,,,,,,
,4.535375932,0,4.535375932,0,4.535375932,0,4.535375932,0.000373084,4.566441727,0,4.441593632,0,4.535375932,0,4.535375932,0,,,,,,,,,,,,,,,,,
,4.534690382,0,4.534690382,0,4.534690382,0,4.534690382,0.000449673,4.565746754,0,4.440936144,0,4.534690382,0,4.534690382,0,,,,,,,,,,,,,,,,,
,4.534005039,0,4.534005039,0,4.534005039,0,4.534005039,0.00076264,4.565051992,0,4.440278851,0,4.534005039,0,4.534005039,0,,,,,,,,,,,,,,,,,
,4.533319901,0,4.533319901,0,4.533319901,0,4.533319901,0.00199,4.56435744,0,4.439621752,0,4.533319901,0,4.533319901,0,,,,,,,,,,,,,,,,,
,4.532634972,0,4.532634972,0,4.532634972,0,4.532634972,0.02102,4.563663101,0,4.438964848,0,4.532634972,0,4.532634972,0,,,,,,,,,,,,,,,,,
,4.53195025,0,4.53195025,0,4.53195025,0,4.53195025,0.00951,4.562968973,0,4.438308138,0,4.53195025,0,4.53195025,0,,,,,,,,,,,,,,,,,
,4.531265733,0,4.531265733,0,4.531265733,0,4.531265733,0.00151,4.562275054,0,4.437651623,0,4.531265733,0,4.531265733,0,,,,,,,,,,,,,,,,,
,4.530581425,0,4.530581425,0,4.530581425,0,4.530581425,0.000637067,4.561581349,0,4.436995301,0,4.530581425,0,4.530581425,0,,,,,,,,,,,,,,,,,
,4.529897323,0,4.529897323,0,4.529897323,0,4.529897323,0.000366442,4.560887854,0,4.436339174,0,4.529897323,0,4.529897323,0,,,,,,,,,,,,,,,,,
,4.529213426,0,4.529213426,0,4.529213426,0,4.529213426,0.000293161,4.560194568,0,4.435683241,0,4.529213426,0,4.529213426,0,,,,,,,,,,,,,,,,,
,4.528529738,0,4.528529738,0,4.528529738,0,4.528529738,0.000305152,4.559501495,0,4.435027501,0,4.528529738,0,4.528529738,0,,,,,,,,,,,,,,,,,
,4.527846256,0,4.527846256,0,4.527846256,0,4.527846256,0.000439021,4.558808632,0,4.434371956,0,4.527846256,0,4.527846256,0,,,,,,,,,,,,,,,,,
,4.527162978,0,4.527162978,0,4.527162978,0,4.527162978,0.000882587,4.558115978,0,4.433716604,0,4.527162978,0,4.527162978,0,,,,,,,,,,,,,,,,,
,4.526479908,0,4.526479908,0,4.526479908,0,4.526479908,0.00374,4.557423537,0,4.433061446,0,4.526479908,0,4.526479908,0,,,,,,,,,,,,,,,,,
,4.525797044,0,4.525797044,0,4.525797044,0,4.525797044,0.06288,4.556731306,0,4.432406482,0,4.525797044,0,4.525797044,0,,,,,,,,,,,,,,,,,
,4.525114385,0,4.525114385,0,4.525114385,0,4.525114385,0.00216,4.556039283,0,4.431751711,0,4.525114385,0,4.525114385,0,,,,,,,,,,,,,,,,,
,4.524431933,0,4.524431933,0,4.524431933,0,4.524431933,0.000669784,4.555347472,0,4.431097133,0,4.524431933,0,4.524431933,0,,,,,,,,,,,,,,,,,
,4.523749687,0,4.523749687,0,4.523749687,0,4.523749687,0.000333877,4.554655872,0,4.430442749,0,4.523749687,0,4.523749687,0,,,,,,,,,,,,,,,,,
,4.523067645,0,4.523067645,0,4.523067645,0,4.523067645,0.000236907,4.553964479,0,4.429788558,0,4.523067645,0,4.523067645,0,,,,,,,,,,,,,,,,,
,4.52238581,0,4.52238581,0,4.52238581,0,4.52238581,0.000219923,4.553273298,0,4.42913456,0,4.52238581,0,4.52238581,0,,,,,,,,,,,,,,,,,
,4.521704181,0,4.521704181,0,4.521704181,0,4.521704181,0.000280445,4.552582327,0,4.428480755,0,4.521704181,0,4.521704181,0,,,,,,,,,,,,,,,,,
,4.521022756,0,4.521022756,0,4.521022756,0,4.521022756,0.0004812,4.551891564,0,4.427827144,0,4.521022756,0,4.521022756,0,,,,,,,,,,,,,,,,,
,4.520341537,0,4.520341537,0,4.520341537,0,4.520341537,0.00143,4.551201012,0,4.427173725,0,4.520341537,0,4.520341537,0,,,,,,,,,,,,,,,,,
,4.519660524,0,4.519660524,0,4.519660524,0,4.519660524,0.03094,4.55051067,0,4.426520499,0,4.519660524,0,4.519660524,0,,,,,,,,,,,,,,,,,
,4.518979715,0,4.518979715,0,4.518979715,0,4.518979715,0.00317,4.549820535,0,4.425867466,0,4.518979715,0,4.518979715,0,,,,,,,,,,,,,,,,,
,4.518299112,0,4.518299112,0,4.518299112,0,4.518299112,0.000676969,4.549130611,0,4.425214625,0,4.518299112,0,4.518299112,0,,,,,,,,,,,,,,,,,
,4.517618714,0,4.517618714,0,4.517618714,0,4.517618714,0.000313841,4.548440897,0,4.424561977,0,4.517618714,0,4.517618714,0,,,,,,,,,,,,,,,,,
,4.516938519,0,4.516938519,0,4.516938519,0,4.516938519,0.000190127,4.547751389,0,4.423909522,0,4.516938519,0,4.516938519,0,,,,,,,,,,,,,,,,,
,4.516258531,0,4.516258531,0,4.516258531,0,4.516258531,0.000161937,4.547062093,0,4.423257258,0,4.516258531,0,4.516258531,0,,,,,,,,,,,,,,,,,
,4.515578748,0,4.515578748,0,4.515578748,0,4.515578748,0.0001892,4.546373006,0,4.422605188,0,4.515578748,0,4.515578748,0,,,,,,,,,,,,,,,,,
,4.514899167,0,4.514899167,0,4.514899167,0,4.514899167,0.000293941,4.545684125,0,4.421953309,0,4.514899167,0,4.514899167,0,,,,,,,,,,,,,,,,,
,4.514219793,0,4.514219793,0,4.514219793,0,4.514219793,0.000731936,4.544995455,0,4.421301623,0,4.514219793,0,4.514219793,0,,,,,,,,,,,,,,,,,
,4.513540623,0,4.513540623,0,4.513540623,0,4.513540623,0.00667,4.544306994,0,4.420650128,0,4.513540623,0,4.513540623,0,,,,,,,,,,,,,,,,,
,4.512861655,0,4.512861655,0,4.512861655,0,4.512861655,0.00441,4.54361874,0,4.419998826,0,4.512861655,0,4.512861655,0,,,,,,,,,,,,,,,,,
,4.512182894,0,4.512182894,0,4.512182894,0,4.512182894,0.000629037,4.542930696,0,4.419347715,0,4.512182894,0,4.512182894,0,,,,,,,,,,,,,,,,,
,4.511504337,0,4.511504337,0,4.511504337,0,4.511504337,0.000259543,4.54224286,0,4.418696796,0,4.511504337,0,4.511504337,0,,,,,,,,,,,,,,,,,
,4.510825982,0,4.510825982,0,4.510825982,0,4.510825982,0.000147345,4.54155523,0,4.418046069,0,4.510825982,0,4.510825982,0,,,,,,,,,,,,,,,,,
,4.510147833,0,4.510147833,0,4.510147833,0,4.510147833,0.000118501,4.540867811,0,4.417395534,0,4.510147833,0,4.510147833,0,,,,,,,,,,,,,,,,,
,4.509469888,0,4.509469888,0,4.509469888,0,4.509469888,0.000131118,4.540180599,0,4.41674519,0,4.509469888,0,4.509469888,0,,,,,,,,,,,,,,,,,
,4.508792144,0,4.508792144,0,4.508792144,0,4.508792144,0.000192597,4.539493594,0,4.416095038,0,4.508792144,0,4.508792144,0,,,,,,,,,,,,,,,,,
,4.508114607,0,4.508114607,0,4.508114607,0,4.508114607,0.000441624,4.538806799,0,4.415445077,0,4.508114607,0,4.508114607,0,,,,,,,,,,,,,,,,,
,4.507437273,0,4.507437273,0,4.507437273,0,4.507437273,0.00299,4.538120211,0,4.414795307,0,4.507437273,0,4.507437273,0,,,,,,,,,,,,,,,,,
,4.50676014,0,4.50676014,0,4.50676014,0,4.50676014,0.0049,4.537433829,0,4.414145729,0,4.50676014,0,4.50676014,0,,,,,,,,,,,,,,,,,
,4.506083213,0,4.506083213,0,4.506083213,0,4.506083213,0.000515138,4.536747656,0,4.413496341,0,4.506083213,0,4.506083213,0,,,,,,,,,,,,,,,,,
,4.505406489,0,4.505406489,0,4.505406489,0,4.505406489,0.00019807,4.536061692,0,4.412847145,0,4.505406489,0,4.505406489,0,,,,,,,,,,,,,,,,,
,4.504729966,0,4.504729966,0,4.504729966,0,4.504729966,0.0001085,4.535375932,0,4.412198139,0,4.504729966,0,4.504729966,0,,,,,,,,,,,,,,,,,
,4.504053649,0,4.504053649,0,4.504053649,0,4.504053649,0.0000851,4.534690382,0,4.411549325,0,4.504053649,0,4.504053649,0,,,,,,,,,,,,,,,,,
,4.503377534,0,4.503377534,0,4.503377534,0,4.503377534,0.0000919,4.534005039,0,4.410900701,0,4.503377534,0,4.503377534,0,,,,,,,,,,,,,,,,,
,4.502701621,0,4.502701621,0,4.502701621,0,4.502701621,0.000132943,4.533319901,0,4.410252268,0,4.502701621,0,4.502701621,0,,,,,,,,,,,,,,,,,
,4.502025912,0,4.502025912,0,4.502025912,0,4.502025912,0.000301216,4.532634972,0,4.409604026,0,4.502025912,0,4.502025912,0,,,,,,,,,,,,,,,,,
,4.501350406,0,4.501350406,0,4.501350406,0,4.501350406,0.002,4.53195025,0,4.408955974,0,4.501350406,0,4.501350406,0,,,,,,,,,,,,,,,,,
,4.500675101,0,4.500675101,0,4.500675101,0,4.500675101,0.00351,4.531265733,0,4.408308113,0,4.500675101,0,4.500675101,0,,,,,,,,,,,,,,,,,
,4.500000005,0,4.500000005,0,4.500000005,0,4.500000005,0.000358882,4.530581425,0,4.407660442,0,4.500000005,0,4.500000005,0,,,,,,,,,,,,,,,,,
,4.499325106,0,4.499325106,0,4.499325106,0,4.499325106,0.000129078,4.529897323,0,4.407012961,0,4.499325106,0,4.499325106,0,,,,,,,,,,,,,,,,,
,4.498650409,0,4.498650409,0,4.498650409,0,4.498650409,0.000075,4.529213426,0,4.40636567,0,4.498650409,0,4.498650409,0,,,,,,,,,,,,,,,,,
,4.497975915,0,4.497975915,0,4.497975915,0,4.497975915,0.0000591,4.528529738,0,4.40571857,0,4.497975915,0,4.497975915,0,,,,,,,,,,,,,,,,,
,4.497301624,0,4.497301624,0,4.497301624,0,4.497301624,0.0000649,4.527846256,0,4.405071659,0,4.497301624,0,4.497301624,0,,,,,,,,,,,,,,,,,
,4.496627533,0,4.496627533,0,4.496627533,0,4.496627533,0.0000967,4.527162978,0,4.404424939,0,4.496627533,0,4.496627533,0,,,,,,,,,,,,,,,,,
,4.495953646,0,4.495953646,0,4.495953646,0,4.495953646,0.000233595,4.526479908,0,4.403778408,0,4.495953646,0,4.495953646,0,,,,,,,,,,,,,,,,,
,4.495279961,0,4.495279961,0,4.495279961,0,4.495279961,0.00202,4.525797044,0,4.403132068,0,4.495279961,0,4.495279961,0,,,,,,,,,,,,,,,,,
,4.494606476,0,4.494606476,0,4.494606476,0,4.494606476,0.00154,4.525114385,0,4.402485917,0,4.494606476,0,4.494606476,0,,,,,,,,,,,,,,,,,
,4.493933195,0,4.493933195,0,4.493933195,0,4.493933195,0.000209971,4.524431933,0,4.401839955,0,4.493933195,0,4.493933195,0,,,,,,,,,,,,,,,,,
,4.493260115,0,4.493260115,0,4.493260115,0,4.493260115,0.0000863,4.523749687,0,4.401194183,0,4.493260115,0,4.493260115,0,,,,,,,,,,,,,,,,,
,4.492587235,0,4.492587235,0,4.492587235,0,4.492587235,0.0000489,4.523067645,0,4.400548601,0,4.492587235,0,4.492587235,0,,,,,,,,,,,,,,,,,
,4.491914558,0,4.491914558,0,4.491914558,0,4.491914558,0.0000402,4.52238581,0,4.399903207,0,4.491914558,0,4.491914558,0,,,,,,,,,,,,,,,,,
